domain_tax,phylum_tax,class_tax,order_tax,family_tax,subfamily,otu_id,rep_prokMSA_id,rep_acc,taxa_string,rep_prokMSAname,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17
Bacteria,Chlorobi,Unclassified,Unclassified,Unclassified,sf_9,6146,25315,AF234699.1,Bacteria;Chlorobi;Unclassified;Unclassified;Unclassified;sf_9;6146,sludge clone A12b,3638,3444,3086,3866,2916,4080,4259,4246,3531,2849,4068,4444,3564,3551,2954,4338,3052
Bacteria,Chloroflexi,Anaerolineae,Chloroflexi-1a,Unclassified,sf_1,159,65479,AJ278169.1,Bacteria;Chloroflexi;Anaerolineae;Chloroflexi-1a;Unclassified;sf_1;159,anaerobic bioreactor clone SHD-235,2111,1285,1261,1513,634,1941,2679,2395,1849,1101,2270,2810,1726,2231,1047,2724,1491
Bacteria,Chloroflexi,Anaerolineae,Chloroflexi-1a,Unclassified,sf_1,258,66911,AJ306793.1,Bacteria;Chloroflexi;Anaerolineae;Chloroflexi-1a;Unclassified;sf_1;258,DCP-dechlorinating consortium clone SHD-14,3948,3350,3150,3336,2997,4148,5028,3459,4880,3450,6034,5137,4174,4109,2532,4925,3297
Bacteria,Chloroflexi,Anaerolineae,Chloroflexi-1a,Unclassified,sf_1,583,65478,AJ278171.2,Bacteria;Chloroflexi;Anaerolineae;Chloroflexi-1a;Unclassified;sf_1;583,anaerobic bioreactor clone SHD-238,2744,2111,2087,2729,1762,2836,3869,3982,2829,1803,3557,4144,2650,3137,1879,3387,2376
Bacteria,Chloroflexi,Anaerolineae,Chloroflexi-1a,Unclassified,sf_1,76,66944,AJ306749.1,Bacteria;Chloroflexi;Anaerolineae;Chloroflexi-1a;Unclassified;sf_1;76,DCP-dechlorinating consortium clone SHA-147,3677,3141,2822,3858,3119,3846,5318,5717,4177,2633,4657,5159,3367,3816,2656,4276,2824
Bacteria,Chloroflexi,Anaerolineae,Chloroflexi-1a,Unclassified,sf_1,927,72863,AJ441227.1,Bacteria;Chloroflexi;Anaerolineae;Chloroflexi-1a;Unclassified;sf_1;927,Paralvinella palmiformis mucus secretions clone P. palm C 37 bacterium,1788,1502,1418,2225,1455,2022,2308,2209,1801,1404,2221,2530,1855,2323,1502,2310,1704
Bacteria,Chloroflexi,Anaerolineae,Chloroflexi-1b,Unclassified,sf_2,789,30131,AF445676.1,Bacteria;Chloroflexi;Anaerolineae;Chloroflexi-1b;Unclassified;sf_2;789,travertine hot spring clone SM1D10,2660,2908,2643,3132,1990,3790,3791,3495,3491,2434,3632,4047,3107,3125,2338,3540,2840
Bacteria,Chloroflexi,Anaerolineae,Chloroflexi-1f,Unclassified,sf_1,765,65481,AJ278167.1,Bacteria;Chloroflexi;Anaerolineae;Chloroflexi-1f;Unclassified;sf_1;765,anaerobic bioreactor clone SHD-71,2449,2268,2025,2703,1536,2874,3446,3011,2845,1893,3162,3334,2540,2831,1912,3169,2216
Bacteria,Chloroflexi,Anaerolineae,Unclassified,Unclassified,sf_1,266,80786,AY193183.1,Bacteria;Chloroflexi;Anaerolineae;Unclassified;Unclassified;sf_1;266,thermal spring mat clone O1aA19,2853,3102,2613,3586,2404,3657,4368,4211,3791,2612,4245,4716,3169,3452,2661,4179,2790
Bacteria,Chloroflexi,Anaerolineae,Unclassified,Unclassified,sf_9,205,76756,AJ532729.1,Bacteria;Chloroflexi;Anaerolineae;Unclassified;Unclassified;sf_9;205,uranium mining waste pile clone JG34-KF-221,2272,2121,2297,2426,2146,3341,3096,3376,2881,2130,3166,3524,2844,3005,2031,3349,2563
Bacteria,Chloroflexi,Anaerolineae,Unclassified,Unclassified,sf_9,2539,82007,AY218649.1,Bacteria;Chloroflexi;Anaerolineae;Unclassified;Unclassified;sf_9;2539,penguin droppings sediments clone KD4-96,2573,2794,2494,3181,2516,3167,2677,2543,2401,2074,2922,2762,2536,2398,2320,2590,2472
Bacteria,Chloroflexi,Anaerolineae,Unclassified,Unclassified,sf_9,375,65693,AF507690.1,Bacteria;Chloroflexi;Anaerolineae;Unclassified;Unclassified;sf_9;375,forest soil clone C043,3756,3798,3703,3384,3499,4405,6889,8765,5438,3078,6331,6418,3982,4910,2998,5807,3617
Bacteria,Chloroflexi,Anaerolineae,Unclassified,Unclassified,sf_9,576,55534,AJ306746.2,Bacteria;Chloroflexi;Anaerolineae;Unclassified;Unclassified;sf_9;576,DCP-dechlorinating consortium clone SHA-36,3671,3796,3381,4343,2649,3812,3829,3313,4249,2767,4557,4052,3616,3991,3002,4741,3193
Bacteria,Chloroflexi,Anaerolineae,Unclassified,Unclassified,sf_9,727,71875,AF507692.1,Bacteria;Chloroflexi;Anaerolineae;Unclassified;Unclassified;sf_9;727,forest soil clone S0208,4160,3779,3726,4618,2292,4188,5153,4373,3992,3177,5511,5381,3981,3910,3131,5114,3358
Bacteria,Chloroflexi,Anaerolineae,Unclassified,Unclassified,sf_9,946,81557,AY216458.1,Bacteria;Chloroflexi;Anaerolineae;Unclassified;Unclassified;sf_9;946,temperate estuarine mud clone KM87,4016,3930,3555,4420,3605,4717,6922,5830,5342,3624,6299,6624,4240,5069,3352,5912,3860
Bacteria,Chloroflexi,Chloroflexi-3,Roseiflexales,Unclassified,sf_5,1048,1281,X84565.2,Bacteria;Chloroflexi;Chloroflexi-3;Roseiflexales;Unclassified;sf_5;1048,sludge clone SBR2022,1715,2078,1751,2772,1323,1895,2170,2666,1982,1342,2678,2863,2361,2254,1630,2669,2217
Bacteria,Chloroflexi,Chloroflexi-3,Roseiflexales,Unclassified,sf_5,119,38489,AB079645.1,Bacteria;Chloroflexi;Chloroflexi-3;Roseiflexales;Unclassified;sf_5;119,Green non-sulfur isolate str. B1-5,3342,3818,3174,3637,2942,3844,3855,3168,3429,2716,3394,3865,3326,3089,2811,3754,3090
Bacteria,Chloroflexi,Chloroflexi-4,Unclassified,Unclassified,sf_2,2344,65684,AF507700.1,Bacteria;Chloroflexi;Chloroflexi-4;Unclassified;Unclassified;sf_2;2344,forest soil clone C083,2020,1586,1534,2164,1034,2602,2351,1618,1630,1412,1709,1957,1777,1877,1481,2078,1584
Bacteria,Chloroflexi,Chloroflexi-4,Unclassified,Unclassified,sf_2,2532,74658,AF529110.1,Bacteria;Chloroflexi;Chloroflexi-4;Unclassified;Unclassified;sf_2;2532,trichloroethene-contaminated site clone FTL276 bacterium,2805,3148,2784,3223,2490,3441,4121,3305,3231,2375,3553,3690,2952,3203,2480,3717,2738
Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,sf_1,2339,77206,AJ519643.1,Bacteria;Chloroflexi;Dehalococcoidetes;Unclassified;Unclassified;sf_1;2339,uranium mill tailings soil sample clone Sh765B-TzT-20 bacterium,2547,2082,1843,2465,1926,3063,4697,5621,3178,2238,4416,4705,2839,3382,1840,4182,2175
Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,sf_1,2367,63109,AY093473.1,Bacteria;Chloroflexi;Dehalococcoidetes;Unclassified;Unclassified;sf_1;2367,deep marine sediment clone MB-B2-113,2254,1799,1636,2318,789,3015,3131,2281,1914,2001,2355,2709,2275,2384,1792,2657,1973
Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,sf_1,2370,74423,AF004928.2,Bacteria;Chloroflexi;Dehalococcoidetes;Unclassified;Unclassified;sf_1;2370,Dehalococcoides ethenogenes str. strain 195,3321,2619,2543,3099,2093,3502,4480,4824,3183,2103,3710,4243,2887,3255,2269,4101,2238
Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,sf_1,2397,63104,AY093480.1,Bacteria;Chloroflexi;Dehalococcoidetes;Unclassified;Unclassified;sf_1;2397,deep marine sediment clone MB-C2-127,2426,2519,2193,2955,2221,2867,3666,4099,3078,2247,4256,3921,2892,3005,2121,3611,2445
Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,sf_1,2438,63120,AY093464.1,Bacteria;Chloroflexi;Dehalococcoidetes;Unclassified;Unclassified;sf_1;2438,deep marine sediment clone MB-A2-110,2941,2937,2516,3113,1767,3564,4300,3778,3028,2475,3784,3826,3034,3408,2451,4182,2688
Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,sf_1,2485,63214,AF524013.1,Bacteria;Chloroflexi;Dehalococcoidetes;Unclassified;Unclassified;sf_1;2485,forested wetland clone FW22,2695,2413,2240,3401,1010,3143,4172,3396,3077,1987,3727,3916,2788,3376,2111,3590,2475
Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,sf_1,2497,74169,AF524015.1,Bacteria;Chloroflexi;Dehalococcoidetes;Unclassified;Unclassified;sf_1;2497,forested wetland clone FW60,3619,3347,3183,3934,3187,3954,5163,5319,3494,3038,5023,5057,3659,4141,2883,4929,3252
Bacteria,Chloroflexi,Thermomicrobia,Unclassified,Unclassified,sf_1,1041,85874,AY250886.1,Bacteria;Chloroflexi;Thermomicrobia;Unclassified;Unclassified;sf_1;1041,Antarctic cryptoendolith clone FBP471,2959,2985,2966,3263,2458,3445,3734,4271,3372,2341,4222,4321,3040,3010,2464,3656,2486
Bacteria,Chloroflexi,Thermomicrobia,Unclassified,Unclassified,sf_2,652,78862,AJ536890.1,Bacteria;Chloroflexi;Thermomicrobia;Unclassified;Unclassified;sf_2;652,uranium mining waste pile soil sample clone JG30-KF-CM45,2132,1908,2071,2489,1142,2682,1416,1943,1609,1382,2034,2419,2003,1799,1846,2063,1885
Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,sf_1,2534,65691,AF507693.1,Bacteria;Chloroflexi;Unclassified;Unclassified;Unclassified;sf_1;2534,forest soil clone S085,4052,4272,3816,3735,3798,4478,6292,6390,5342,3649,6206,5879,4163,4791,3294,5542,3721
Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,sf_12,2523,60159,AJ347055.1,Bacteria;Chloroflexi;Unclassified;Unclassified;Unclassified;sf_12;2523,sponge clone TK10,3167,3258,2896,3740,3079,3546,3720,3800,2982,2426,3806,3775,3205,3368,2613,4131,2984
Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,sf_2,818,43935,AJ309648.1,Bacteria;Chloroflexi;Unclassified;Unclassified;Unclassified;sf_2;818,Mexico clone P6-D01,3191,3010,3173,3967,1877,3322,4532,4751,3710,2470,4103,4522,3236,3510,2606,3946,2769
Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,sf_5,1051,114339,AY913277.1,Bacteria;Chloroflexi;Unclassified;Unclassified;Unclassified;sf_5;1051,forest soil clone DUNssu055,3402,2937,2864,3458,2261,3724,4417,4407,3649,2789,4287,4577,3526,3841,2561,4535,2963
Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,sf_7,757,67038,AJ306741.2,Bacteria;Chloroflexi;Unclassified;Unclassified;Unclassified;sf_7;757,DCP-dechlorinating consortium clone SHA-8,3653,3488,3175,3407,3272,3899,5634,5699,4899,2905,5851,5684,3967,4759,2790,5368,3256
Bacteria,Coprothermobacteria,Unclassified,Unclassified,Unclassified,sf_1,751,79191,AJ431258.1,Bacteria;Coprothermobacteria;Unclassified;Unclassified;Unclassified;sf_1;751,Coprothermobacter sp. str. Dex80-3,2761,2662,2616,3377,2096,3349,3469,3354,2990,2111,3464,3605,2832,3025,2288,3514,2403
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_11,5098,20563,AF289245.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_11;5098,Euglena tripteris str. UW OB,1806,1156,978,1591,714,2408,2061,868,516,1624,1675,1409,1437,1189,1135,2323,1476
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_13,5000,72055,U67742.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_13;5000,Mitrastema yamamotoi,3533,3552,3288,3253,2862,3936,3458,2948,2031,2434,4261,3343,3211,2750,3200,4688,2999
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,4966,34845,AF244549.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;4966,Adiantum pedatum,3785,3382,3009,3753,2607,3984,4851,3874,2261,2485,5204,3997,3266,3054,2645,5970,3074
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,4976,42014,AF244550.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;4976,Calypogeia muelleriana,3810,3328,3061,3671,2573,3964,4779,3919,2355,2504,5293,4062,3300,3107,2623,5838,3061
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,4984,30128,U70721.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;4984,Cape Hatteras picoplankton clone OM164,2407,1819,1680,2715,736,2951,3504,3258,2419,1899,2937,3049,2569,2652,1999,3215,2147
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5006,3481,X65099.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5006,Chlorella kessleri Pla.,3773,4051,3345,4153,3741,3801,4296,3153,1718,2521,6333,3799,3321,2775,2873,6659,3397
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5007,85239,AF534437.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5007,Toolik Lake main station at 3 m depth clone TLM13/TLMdgge20,1925,1806,1415,2869,1242,1925,2303,1418,1084,1108,2853,2018,1493,1512,1298,3188,1605
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5039,47593,U70723.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5039,Cape Hatteras picoplankton clone OM270,2858,2410,2386,2716,1898,3052,3948,4526,2577,1801,3353,3418,2299,2672,1972,3105,2189
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5040,69031,Y18934.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5040,Solanum nigrum,3764,3269,2935,3824,2508,3963,4599,3722,2017,2386,4984,3816,3194,2916,2630,5818,3067
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5112,3479,X52985.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5112,Cyanidium caldarium -- chloroplast,3076,2916,2614,3252,1933,3321,3738,3133,2876,2206,3438,3445,2766,2859,2424,3608,2470
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5130,49945,AF445714.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5130,travertine hot spring clone SM2B11,3103,3037,2430,3698,2671,3011,3779,2620,1947,1859,4643,3447,2441,2633,1998,4913,2513
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5147,3468,X82156.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5147,Emiliania huxleyi,4446,4200,3813,3269,4180,4815,7096,7482,5758,3677,6514,6480,4702,5604,3200,6116,3534
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5182,3501,M81884.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5182,Epifagus virginiana -- chloroplast,3877,3614,3110,3933,2929,4003,4734,3674,1780,2428,5601,3844,3255,2835,2725,6403,3231
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5183,3529,M37430.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5183,Pisum sativum -- chloroplast,3692,3345,2975,3733,2572,3910,4752,3579,2094,2443,4950,3764,3216,2910,2729,5954,3101
Bacteria,Cyanobacteria,Cyanobacteria,Chloroplasts,Chloroplasts,sf_5,5192,39969,AF244551.1,Bacteria;Cyanobacteria;Cyanobacteria;Chloroplasts;Chloroplasts;sf_5;5192,Cycas revoluta,3960,3706,3337,3769,3178,4103,4719,4069,2943,2729,5170,4284,3589,3567,2851,5810,3224
Bacteria,Cyanobacteria,Cyanobacteria,Chroococcales,Unclassified,sf_1,5219,62924,AF448074.1,Bacteria;Cyanobacteria;Cyanobacteria;Chroococcales;Unclassified;sf_1;5219,Synechococcus sp. str. UH7,2523,2830,2196,3751,1443,3253,3743,4078,3058,2485,4697,4271,3186,3157,2694,4089,2719
Bacteria,Cyanobacteria,Cyanobacteria,Leptolyngbya,Unclassified,sf_1,5157,3280,X84808.1,Bacteria;Cyanobacteria;Cyanobacteria;Leptolyngbya;Unclassified;sf_1;5157,Leptolyngbya foveolarum,1223,1442,1209,1743,1110,1373,1162,1244,2036,1261,2563,1869,1529,1848,1324,1996,1257
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5004,108010,AJ630458.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5004,Anabaena augstumalis 'SCHMIDKE JAHNKE/4a' str. SCMIDKE JAHNKE/4a,2241,2273,1911,2518,1588,2709,2676,3030,1949,1758,3315,3022,2380,2148,1967,3029,2088
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5028,60833,AF516732.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5028,Cylindrospermopsis raciborskii str. 05E,1903,2047,1639,2284,1330,2415,2161,2405,1606,1582,2886,2640,2125,1780,1780,2725,1877
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5047,23978,AF247573.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5047,Anabaena circinalis str. AWQC150A,2130,2114,1815,2400,1555,2587,2471,2863,1773,1657,3128,2840,2264,1978,1865,2888,1983
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5057,110881,AJ781148.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5057,Nodularia sphaerocarpa str. UTEX B 2093,2746,3026,2480,3345,2284,3261,3304,3631,2263,2275,4605,3829,2932,2573,2472,4449,2667
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5072,51799,AF268023.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5072,Nodularia spumigena str. PCC73104,2018,2055,1697,2335,1291,2506,2250,2476,1580,1603,2974,2650,2190,1827,1814,2885,1950
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5174,60834,AF516731.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5174,Cylindrospermopsis raciborskii str. 23B,1985,2102,1682,2386,1299,2480,2273,2441,1655,1623,2942,2678,2169,1864,1825,2827,1928
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5175,60838,AF516729.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5175,Cylindrospermopsis raciborskii str. 24C,1822,1898,1519,2137,1304,2332,1985,2238,1428,1472,2674,2429,1993,1625,1666,2525,1775
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5191,29506,AY038036.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5191,Cyanospira rippkae str. PCC 9501,1960,1943,1598,2256,1273,2451,2103,2255,1438,1515,2737,2446,2076,1714,1715,2711,1843
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Unclassified,sf_1,5199,79820,AB074502.1,Bacteria;Cyanobacteria;Cyanobacteria;Nostocales;Unclassified;sf_1;5199,Anabaena variabilis,2226,2307,1924,2472,1607,2692,2477,2713,1758,1753,3270,2832,2369,1967,1967,3157,2119
Bacteria,Cyanobacteria,Cyanobacteria,Oscillatoriales,Unclassified,sf_1,5078,58433,AB045969.1,Bacteria;Cyanobacteria;Cyanobacteria;Oscillatoriales;Unclassified;sf_1;5078,Planktothrix mougeotii str. TK4-5,2272,2514,2000,2966,1644,2678,3009,2774,2062,1987,3814,3217,2491,2305,2005,3896,2253
Bacteria,Cyanobacteria,Cyanobacteria,Oscillatoriales,Unclassified,sf_1,5172,69683,AB058249.1,Bacteria;Cyanobacteria;Cyanobacteria;Oscillatoriales;Unclassified;sf_1;5172,Cyanobacterium sp. str. MBIC10216,1355,1355,1051,2003,513,1618,1869,2756,2078,924,2948,2487,1314,1655,1074,2195,1158
Bacteria,Cyanobacteria,Cyanobacteria,Oscillatoriales,Unclassified,sf_1,5184,80667,AB074508.1,Bacteria;Cyanobacteria;Cyanobacteria;Oscillatoriales;Unclassified;sf_1;5184,Spirulina platensis,2667,3233,2468,3716,1975,3103,3802,3934,2549,2228,4732,3948,2831,2587,2420,4704,2708
Bacteria,Cyanobacteria,Cyanobacteria,Oscillatoriales,Unclassified,sf_1,5189,47726,AB039015.1,Bacteria;Cyanobacteria;Cyanobacteria;Oscillatoriales;Unclassified;sf_1;5189,Oscillatoria sancta str. PCC 7515,3123,2882,2515,3289,2228,3365,3569,3011,1674,2220,3936,3132,2836,2237,2362,4593,2663
Bacteria,Cyanobacteria,Cyanobacteria,Oscillatoriales,Unclassified,sf_1,5215,3064,AJ000714.1,Bacteria;Cyanobacteria;Cyanobacteria;Oscillatoriales;Unclassified;sf_1;5215,Lyngbya aestuarii str. PCC 7419,2402,2923,2199,3304,1837,2538,3149,3285,1914,1759,4637,3244,2365,1998,1982,4502,2253
Bacteria,Cyanobacteria,Cyanobacteria,Phormidium,Unclassified,sf_1,4978,70492,AB058225.1,Bacteria;Cyanobacteria;Cyanobacteria;Phormidium;Unclassified;sf_1;4978,LPP-group isolate str. MBIC10087,2342,2075,1886,2699,1347,2425,2796,3138,2649,1544,3458,2976,2085,2241,1630,2942,1866
Bacteria,Cyanobacteria,Cyanobacteria,Plectonema,Unclassified,sf_1,5010,3289,AF170757.1,Bacteria;Cyanobacteria;Cyanobacteria;Plectonema;Unclassified;sf_1;5010,LPP-group cyanobacterium isolate str. QSSC5cya QSSC5cya,2716,2613,2223,2921,1820,3136,4232,4479,3421,2175,4333,4330,2885,3206,2176,3943,2417
Bacteria,Cyanobacteria,Cyanobacteria,Plectonema,Unclassified,sf_1,5190,3293,AF091110.1,Bacteria;Cyanobacteria;Cyanobacteria;Plectonema;Unclassified;sf_1;5190,Plectonema sp. str. F3,4095,3415,3097,3191,2601,4487,6366,6753,4867,2980,5693,5921,4130,4724,3027,5412,3252
Bacteria,Cyanobacteria,Cyanobacteria,Plectonema,Unclassified,sf_1,5210,85304,AY250881.1,Bacteria;Cyanobacteria;Cyanobacteria;Plectonema;Unclassified;sf_1;5210,lichen-dominated Antarctic cryptoendolithic community clone FBP403,2692,2764,2283,3170,1897,3075,4101,4397,3373,2266,4329,4281,2841,3215,2274,3923,2542
Bacteria,Cyanobacteria,Cyanobacteria,Prochlorales,Unclassified,sf_1,5001,60158,AJ347056.1,Bacteria;Cyanobacteria;Cyanobacteria;Prochlorales;Unclassified;sf_1;5001,sponge clone TK09,2662,2892,2501,2853,2807,3172,3994,4273,3490,2268,4151,3937,2877,3329,2272,3882,2356
Bacteria,Cyanobacteria,Cyanobacteria,Pseudanabaena,Unclassified,sf_1,5008,62918,AF448080.1,Bacteria;Cyanobacteria;Cyanobacteria;Pseudanabaena;Unclassified;sf_1;5008,Synechococcus sp. str. PCC 7502,1771,1385,1273,1795,1163,2166,1843,2171,1372,1122,2010,2002,1740,1487,1384,1809,1409
Bacteria,Cyanobacteria,Cyanobacteria,Spirulina,Unclassified,sf_1,5034,56680,AF329394.1,Bacteria;Cyanobacteria;Cyanobacteria;Spirulina;Unclassified;sf_1;5034,Spirulina subsalsa str. FACHB351,2717,2719,2266,3401,2322,3113,3544,4002,2978,2188,4169,4126,2922,2911,2275,3645,2482
Bacteria,Cyanobacteria,Cyanobacteria,Symploca,Unclassified,sf_1,5165,36962,AB039021.1,Bacteria;Cyanobacteria;Cyanobacteria;Symploca;Unclassified;sf_1;5165,Symploca atlantica str. PCC 8002,913,1338,523,1255,613,1507,1426,1750,2054,853,2269,2317,1422,1893,1369,1759,1416
Bacteria,Cyanobacteria,Cyanobacteria,Thermosynechococcus,Unclassified,sf_1,5012,62920,AF448081.1,Bacteria;Cyanobacteria;Cyanobacteria;Thermosynechococcus;Unclassified;sf_1;5012,Synechococcus sp. str. PCC 6312,2611,2910,2178,3281,2411,3337,4340,4279,3542,2355,4516,4522,3241,3670,2379,3964,2697
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,4993,38561,AJ133106.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;4993,Oscillatoria sp,2080,2339,1592,3197,1173,2662,3252,3308,2541,1767,3399,3300,2477,2566,2118,3009,2185
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,4998,75533,AY168749.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;4998,arsenite-oxidizing biofilm clone HC-61,3817,3669,3302,3474,2841,4146,5540,6005,3889,2970,6114,5498,3894,3942,3070,5794,3354
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,5015,83035,AB093489.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;5015,Chlorogloeopsis fritschii str. PCC 6912,3010,3336,2820,3299,2407,3281,3767,3983,2710,2353,5232,4030,3249,2870,2614,4864,2810
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,5027,69425,AY147029.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;5027,Calothrix sp. str. CCMEE 5093,2218,2188,1781,2495,1320,2836,2784,3144,2194,1741,3116,3086,2369,2193,1980,2847,1981
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,5030,45088,AY034793.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;5030,Hapalosiphon welwitschii,3733,4032,3637,4105,3783,3974,4611,4870,2980,2981,6170,4683,3746,3353,3204,5855,3466
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,5064,3288,AB003168.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;5064,Oscillatoria neglecta str. M-82,2778,2682,2428,2888,2331,3170,3621,3427,2921,1879,3558,3397,2545,2783,2143,3093,2142
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,5087,25956,AF284809.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;5087,Microcoleus sociatus str. MPI 96MS.KID,516,664,695,1031,252,733,511,432,527,666,1764,882,963,724,568,795,824
Bacteria,Cyanobacteria,Unclassified,Unclassified,Unclassified,sf_5,5188,57549,AY163573.1,Bacteria;Cyanobacteria;Unclassified;Unclassified;Unclassified;sf_5;5188,Acaryochloris marina,3367,3234,2783,3199,2491,3290,5038,5905,4239,2579,5908,5309,3348,3918,2350,4620,2732
